Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
1001,627,"""Rufflet""","""Eaglet Pokemon""",NULL,NULL,NULL,0.5,10.5,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",NULL,NULL,100,0,70,"""Black / White""","""Unova""",70,83,50,37,50,60,350,0,1,0,0,0,0,1,190,"""Slow""",1250000,70,"""Flying""",NULL,20,NULL,NULL
1002,628,"""Braviary""","""Valiant Pokemon""",NULL,NULL,NULL,1.5,41.0,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,100,0,70,"""Black / White""","""Unova""",100,123,75,57,75,80,510,0,2,0,0,0,0,2,60,"""Slow""",1250000,179,"""Flying""",NULL,20,1001,"""Level 54"""
1003,629,"""Vullaby""","""Diapered Pokemon""",NULL,NULL,NULL,0.5,9.0,"""Dark""","""Flying""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,0,100,35,"""Black / White""","""Unova""",70,55,75,45,65,60,370,0,0,1,0,0,0,1,190,"""Slow""",1250000,74,"""Flying""",NULL,20,NULL,NULL
1004,63,"""Abra""","""Psi Pokemon""",NULL,NULL,NULL,0.9,19.5,"""Psychic""",NULL,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""",NULL,NULL,75,25,70,"""Red / Blue / Yellow""","""Kanto""",25,20,15,105,0,90,255,0,0,0,1,0,0,1,200,"""Medium Slow""",1059860,62,"""Human-Like""",NULL,20,NULL,NULL
1005,630,"""Mandibuzz""","""Bone Vulture Pokemon""",NULL,NULL,NULL,1.2,39.5,"""Dark""","""Flying""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,0,100,35,"""Black / White""","""Unova""",110,65,105,55,95,80,510,0,0,0,2,0,0,2,60,"""Slow""",1250000,179,"""Flying""",NULL,20,1003,"""Level 54"""
1006,631,"""Heatmor""","""Anteater Pokemon""",NULL,NULL,NULL,1.4,58.0,"""Fire""",NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""White Smoke""","""The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.""",NULL,NULL,50,50,70,"""Black / White""","""Unova""",85,97,66,105,66,65,484,0,0,0,2,0,0,2,90,"""Medium Fast""",1000000,169,"""Field""",NULL,20,NULL,NULL
1007,632,"""Durant""","""Iron Ant Pokemon""",NULL,NULL,NULL,0.3,33.0,"""Bug""","""Steel""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Truant""","""The Pokémon can't use a move if it had used a move on the previous turn.""",NULL,NULL,50,50,70,"""Black / White""","""Unova""",58,109,112,48,48,109,484,0,0,2,0,0,0,2,90,"""Medium Fast""",1000000,169,"""Bug""",NULL,20,NULL,NULL
1008,633,"""Deino""","""Irate Pokemon""",NULL,NULL,NULL,0.8,17.3,"""Dark""","""Dragon""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,"""Black / White""","""Unova""",52,65,50,45,50,38,300,0,1,0,0,0,0,1,45,"""Slow""",1250000,60,"""Dragon""",NULL,40,NULL,NULL
1009,634,"""Zweilous""","""Hostile Pokemon""",NULL,NULL,NULL,1.4,50.0,"""Dark""","""Dragon""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,"""Black / White""","""Unova""",72,85,70,65,70,58,420,0,2,0,0,0,0,2,45,"""Slow""",1250000,147,"""Dragon""",NULL,40,1008,"""Level 50"""
1010,635,"""Hydreigon""","""Brutal Pokemon""",NULL,NULL,NULL,1.8,160.0,"""Dark""","""Dragon""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,"""Black / White""","""Unova""",92,105,90,125,90,98,600,0,0,0,3,0,0,3,45,"""Slow""",1250000,270,"""Dragon""",NULL,40,1009,"""Level 64"""
1011,636,"""Larvesta""","""Torch Pokemon""",NULL,NULL,NULL,1.1,28.8,"""Bug""","""Fire""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,"""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",NULL,NULL,50,50,70,"""Black / White""","""Unova""",55,85,55,50,55,60,360,0,1,0,0,0,0,1,45,"""Slow""",1250000,72,"""Bug""",NULL,40,NULL,NULL
1012,637,"""Volcarona""","""Sun Pokemon""",NULL,NULL,NULL,1.6,46.0,"""Bug""","""Fire""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,"""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",NULL,NULL,50,50,70,"""Black / White""","""Unova""",85,60,65,135,105,100,550,0,0,0,3,0,0,3,15,"""Slow""",1250000,248,"""Bug""",NULL,40,1011,"""Level 59"""
1013,638,"""Cobalion""","""Iron Will Pokemon""",NULL,NULL,"""Sub-Legendary""",2.1,250.0,"""Steel""","""Fighting""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Black / White""","""Unova""",91,90,129,90,72,108,580,0,0,3,0,0,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",NULL,80,NULL,NULL
1014,639,"""Terrakion""","""Cavern Pokemon""",NULL,NULL,"""Sub-Legendary""",1.9,260.0,"""Rock""","""Fighting""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Black / White""","""Unova""",91,129,90,72,90,108,580,0,3,0,0,0,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",NULL,80,NULL,NULL
1015,64,"""Kadabra""","""Psi Pokemon""",NULL,NULL,NULL,1.3,56.5,"""Psychic""",NULL,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""",NULL,NULL,75,25,70,"""Red / Blue / Yellow""","""Kanto""",40,35,30,120,0,105,330,0,0,0,2,0,0,2,100,"""Medium Slow""",1059860,140,"""Human-Like""",NULL,20,1004,"""Level 16"""
1016,640,"""Virizion""","""Grassland Pokemon""",NULL,NULL,"""Sub-Legendary""",2.0,200.0,"""Grass""","""Fighting""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Black / White""","""Unova""",91,90,72,90,129,108,580,0,0,0,0,3,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",NULL,80,NULL,NULL
1017,641,"""Tornadus""","""Cyclone Pokemon""",NULL,NULL,"""Sub-Legendary""",1.5,63.0,"""Flying""",NULL,"""Prankster""","""Gives priority to a status move.""",NULL,NULL,"""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,100,0,90,"""Black / White""","""Unova""",79,115,70,125,80,111,580,0,3,0,0,0,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",NULL,120,NULL,NULL
1018,642,"""Thundurus""","""Bolt Strike Pokemon""",NULL,NULL,"""Sub-Legendary""",1.5,61.0,"""Electric""","""Flying""","""Prankster""","""Gives priority to a status move.""",NULL,NULL,"""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,100,0,90,"""Black / White""","""Unova""",79,115,70,125,80,111,580,0,3,0,0,0,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",NULL,120,NULL,NULL
1019,643,"""Reshiram""","""Vast White Pokemon""",NULL,NULL,"""Legendary""",3.2,330.0,"""Dragon""","""Fire""","""Turboblaze""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Black / White""","""Unova""",100,120,100,150,120,90,680,0,0,0,3,0,0,3,3,"""Slow""",1250000,306,"""Undiscovered""",NULL,120,NULL,NULL
1020,644,"""Zekrom""","""Deep Black Pokemon""",NULL,NULL,"""Legendary""",2.9,345.0,"""Dragon""","""Electric""","""Teravolt""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Black / White""","""Unova""",100,150,120,120,100,90,680,0,3,0,0,0,0,3,3,"""Slow""",1250000,306,"""Undiscovered""",NULL,120,NULL,NULL
1021,645,"""Landorus""","""Abundance Pokemon""",NULL,NULL,"""Sub-Legendary""",1.5,68.0,"""Ground""","""Flying""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,"""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,100,0,90,"""Black / White""","""Unova""",89,125,90,115,80,101,600,0,0,0,3,0,0,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1022,646,"""Kyurem""","""Boundary Pokemon""",NULL,NULL,"""Legendary""",3.0,325.0,"""Dragon""","""Ice""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Black / White""","""Unova""",125,130,90,130,90,95,660,1,1,0,1,0,0,3,3,"""Slow""",1250000,297,"""Undiscovered""",NULL,120,NULL,NULL
1023,647,"""Keldeo""","""Colt Pokemon""",NULL,NULL,"""Mythical""",1.4,48.5,"""Water""","""Fighting""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Black / White""","""Unova""",91,72,90,129,90,108,580,0,0,0,3,0,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",NULL,80,NULL,NULL
1024,648,"""Meloetta""","""Melody Pokemon""",NULL,NULL,"""Mythical""",0.6,6.5,"""Normal""","""Psychic""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,100,"""Black / White""","""Unova""",100,77,77,128,128,90,600,0,0,0,1,1,1,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1025,649,"""Genesect""","""Melody Pokemon""",NULL,NULL,"""Mythical""",1.5,82.5,"""Bug""","""Steel""","""Download""","""Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Black / White""","""Unova""",71,120,95,120,95,99,600,0,1,0,1,0,1,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1026,65,"""Alakazam""","""Psi Pokemon""",NULL,NULL,NULL,1.5,48.0,"""Psychic""",NULL,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""",NULL,NULL,75,25,70,"""Red / Blue / Yellow""","""Kanto""",55,50,45,135,95,120,500,0,0,0,3,0,0,3,50,"""Medium Slow""",1059860,225,"""Human-Like""",NULL,20,1015,NULL
1066,650,"""Chespin""","""Spiky Nut Pokemon""",NULL,NULL,NULL,0.4,9.0,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Bulletproof""","""Protects the Pokémon from some ball and bomb moves.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",56,61,65,48,45,38,313,0,0,1,0,0,0,1,45,"""Medium Slow""",1059860,63,"""Field""",NULL,20,NULL,NULL
1067,651,"""Quilladin""","""Spiky Armor Pokemon""",NULL,NULL,NULL,0.7,29.0,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Bulletproof""","""Protects the Pokémon from some ball and bomb moves.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",61,78,95,56,58,57,405,0,0,2,0,0,0,2,45,"""Medium Slow""",1059860,142,"""Field""",NULL,20,1066,"""Level 16"""
1068,652,"""Chesnaught""","""Spiky Armor Pokemon""",NULL,NULL,NULL,1.6,90.0,"""Grass""","""Fighting""","""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Bulletproof""","""Protects the Pokémon from some ball and bomb moves.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",88,107,122,74,75,64,530,0,0,3,0,0,0,3,45,"""Medium Slow""",1059860,239,"""Field""",NULL,20,1067,"""Level 36"""
1069,653,"""Fennekin""","""Fox Pokemon""",NULL,NULL,NULL,0.4,9.4,"""Fire""",NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Magician""","""The Pokémon steals the held item of a Pokémon it hits with a move.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",40,45,40,62,60,60,307,0,0,0,1,0,0,1,45,"""Medium Slow""",1059860,61,"""Field""",NULL,20,NULL,NULL
1070,654,"""Braixen""","""Fox Pokemon""",NULL,NULL,NULL,1.0,14.5,"""Fire""",NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Magician""","""The Pokémon steals the held item of a Pokémon it hits with a move.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",59,59,58,90,70,73,409,0,0,0,2,0,0,2,45,"""Medium Slow""",1059860,143,"""Field""",NULL,20,1069,"""Level 16"""
1071,655,"""Delphox""","""Fox Pokemon""",NULL,NULL,NULL,1.5,39.0,"""Fire""","""Psychic""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Magician""","""The Pokémon steals the held item of a Pokémon it hits with a move.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",75,69,72,114,100,104,534,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,240,"""Field""",NULL,20,1070,"""Level 36"""
1072,656,"""Froakie""","""Bubble Frog Pokemon""",NULL,NULL,NULL,0.3,7.0,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",41,56,40,62,44,71,314,0,0,0,0,0,1,1,45,"""Medium Slow""",1059860,63,"""Water 1""",NULL,20,NULL,NULL
1073,657,"""Frogadier""","""Bubble Frog Pokemon""",NULL,NULL,NULL,0.6,10.9,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",54,63,52,83,56,97,405,0,0,0,0,0,2,2,45,"""Medium Slow""",1059860,142,"""Water 1""",NULL,20,1072,"""Level 16"""
1074,658,"""Greninja""","""Ninja Pokemon""",NULL,NULL,NULL,1.5,40.0,"""Water""","""Dark""","""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""","""Battle Bond""","""Defeating an opposing Pokémon strengthens the Pokémon's bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful.""",87.5,12.5,70,"""X / Y""","""Kalos""",72,95,67,103,71,122,530,0,0,0,0,0,3,3,45,"""Medium Slow""",1059860,239,"""Water 1""",NULL,20,1073,"""Level 36"""
1075,659,"""Bunnelby""","""Digging Pokemon""",NULL,NULL,NULL,0.4,5.0,"""Normal""",NULL,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Cheek Pouch""","""Restores HP as well when the Pokémon eats a Berry.""","""Huge Power""","""Doubles the Pokémon's Attack stat.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",38,36,38,32,36,57,237,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,47,"""Field""",NULL,15,NULL,NULL
1076,66,"""Machop""","""Superpower Pokemon""",NULL,NULL,NULL,0.8,19.5,"""Fighting""",NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,75,25,70,"""Red / Blue / Yellow""","""Kanto""",70,80,50,35,0,35,270,0,1,0,0,0,0,1,180,"""Medium Slow""",1059860,61,"""Human-Like""",NULL,20,NULL,NULL
1077,660,"""Diggersby""","""Digging Pokemon""",NULL,NULL,NULL,1.0,42.4,"""Normal""","""Ground""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Cheek Pouch""","""Restores HP as well when the Pokémon eats a Berry.""","""Huge Power""","""Doubles the Pokémon's Attack stat.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",85,56,77,50,77,78,423,2,0,0,0,0,0,2,127,"""Medium Fast""",1000000,148,"""Field""",NULL,15,1075,"""Level 20"""
1078,661,"""Fletchling""","""Tiny Robin Pokemon""",NULL,NULL,NULL,0.3,1.7,"""Normal""","""Flying""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""",NULL,NULL,"""Gale Wings""","""Gives priority to Flying-type moves when the Pokémon's HP is full.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",45,50,43,40,38,62,278,0,0,0,0,0,1,1,255,"""Medium Slow""",1059860,56,"""Flying""",NULL,15,NULL,NULL
1079,662,"""Fletchinder""","""Ember Pokemon""",NULL,NULL,NULL,0.7,16.0,"""Fire""","""Flying""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,"""Gale Wings""","""Gives priority to Flying-type moves when the Pokémon's HP is full.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",62,73,55,56,52,84,382,0,0,0,0,0,2,2,120,"""Medium Slow""",1059860,134,"""Flying""",NULL,15,1078,"""Level 17"""
1080,663,"""Talonflame""","""Scorching Pokemon""",NULL,NULL,NULL,1.2,24.5,"""Fire""","""Flying""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,"""Gale Wings""","""Gives priority to Flying-type moves when the Pokémon's HP is full.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",78,81,71,74,69,126,499,0,0,0,0,0,3,3,45,"""Medium Slow""",1059860,175,"""Flying""",NULL,15,1079,"""Level 35"""
1081,664,"""Scatterbug""","""Scatterdust Pokemon""",NULL,NULL,NULL,0.3,2.5,"""Bug""",NULL,"""Shield Dust""","""This Pokémon's dust blocks the additional effects of attacks taken.""","""Compound Eyes""","""The Pokémon's compound eyes boost its accuracy.""","""Friend Guard""","""Reduces damage done to allies.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",38,35,40,27,25,35,200,0,0,1,0,0,0,1,255,"""Medium Fast""",1000000,40,"""Bug""",NULL,15,NULL,NULL
1082,665,"""Spewpa""","""Scatterdust Pokemon""",NULL,NULL,NULL,0.3,8.4,"""Bug""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Friend Guard""","""Reduces damage done to allies.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",45,22,60,27,30,29,213,0,0,2,0,0,0,2,120,"""Medium Fast""",1000000,75,"""Bug""",NULL,15,1081,"""Level 9"""
1083,666,"""Vivillon""","""Scale Pokemon""",NULL,NULL,NULL,1.2,17.0,"""Bug""","""Flying""","""Shield Dust""","""This Pokémon's dust blocks the additional effects of attacks taken.""","""Compound Eyes""","""The Pokémon's compound eyes boost its accuracy.""","""Friend Guard""","""Reduces damage done to allies.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,"""Medium Fast""",1000000,185,"""Bug""",NULL,15,1082,"""Level 12"""
1084,667,"""Litleo""","""Lion Cub Pokemon""",NULL,NULL,NULL,0.6,13.5,"""Fire""","""Normal""","""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",NULL,NULL,12.5,87.5,70,"""X / Y""","""Kalos""",62,50,58,73,54,72,369,0,0,0,1,0,0,1,220,"""Medium Slow""",1059860,74,"""Field""",NULL,20,NULL,NULL
1085,668,"""Pyroar""","""Royal Pokemon""",NULL,NULL,NULL,1.5,81.5,"""Fire""","""Normal""","""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",NULL,NULL,12.5,87.5,70,"""X / Y""","""Kalos""",86,68,72,109,66,106,507,0,0,0,2,0,0,2,65,"""Medium Slow""",1059860,177,"""Field""",NULL,20,1084,"""Level 35"""
1086,669,"""Flabébé""","""Single Bloom Pokemon""",NULL,NULL,NULL,0.1,0.1,"""Fairy""",NULL,"""Flower Veil""","""Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.""",NULL,NULL,"""Symbiosis""","""The Pokémon passes its item to an ally that has used up an item.""",NULL,NULL,0,100,70,"""X / Y""","""Kalos""",44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,"""Medium Fast""",1000000,61,"""Fairy""",NULL,20,NULL,NULL
1087,67,"""Machoke""","""Superpower Pokemon""",NULL,NULL,NULL,1.5,70.5,"""Fighting""",NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,75,25,70,"""Red / Blue / Yellow""","""Kanto""",80,100,70,50,0,45,345,0,2,0,0,0,0,2,90,"""Medium Slow""",1059860,142,"""Human-Like""",NULL,20,1076,"""Level 28"""
1088,670,"""Floette""","""Single Bloom Pokemon""",NULL,NULL,NULL,0.2,0.9,"""Fairy""",NULL,"""Flower Veil""","""Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.""",NULL,NULL,"""Symbiosis""","""The Pokémon passes its item to an ally that has used up an item.""",NULL,NULL,0,100,70,"""X / Y""","""Kalos""",54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,"""Medium Fast""",1000000,130,"""Fairy""",NULL,20,1086,"""Level 19"""
1089,671,"""Florges""","""Garden Pokemon""",NULL,NULL,NULL,1.1,10.0,"""Fairy""",NULL,"""Flower Veil""","""Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.""",NULL,NULL,"""Symbiosis""","""The Pokémon passes its item to an ally that has used up an item.""",NULL,NULL,0,100,70,"""X / Y""","""Kalos""",78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,"""Medium Fast""",1000000,248,"""Fairy""",NULL,20,1088,"""Shiny Stone"""
1090,672,"""Skiddo""","""Mount Pokemon""",NULL,NULL,NULL,0.9,31.0,"""Grass""",NULL,"""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",NULL,NULL,"""Grass Pelt""","""Boosts the Pokémon's Defense stat on Grassy Terrain.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",66,65,48,62,57,52,350,1,0,0,0,0,0,1,200,"""Medium Fast""",1000000,70,"""Field""",NULL,20,NULL,NULL
1091,673,"""Gogoat""","""Mount Pokemon""",NULL,NULL,NULL,1.7,91.0,"""Grass""",NULL,"""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",NULL,NULL,"""Grass Pelt""","""Boosts the Pokémon's Defense stat on Grassy Terrain.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",123,100,62,97,81,68,531,2,0,0,0,0,0,2,45,"""Medium Fast""",1000000,186,"""Field""",NULL,20,1090,"""Level 32"""
1092,674,"""Pancham""","""Playful Pokemon""",NULL,NULL,NULL,0.6,8.0,"""Fighting""",NULL,"""Iron Fist""","""Powers up punching moves.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""","""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",67,82,62,46,48,43,348,0,1,0,0,0,0,1,220,"""Medium Fast""",1000000,70,"""Field""","""Human-Like""",25,NULL,NULL
1093,675,"""Pangoro""","""Daunting Pokemon""",NULL,NULL,NULL,2.1,136.0,"""Fighting""","""Dark""","""Iron Fist""","""Powers up punching moves.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""","""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",95,124,78,69,71,58,495,0,2,0,0,0,0,2,65,"""Medium Fast""",1000000,173,"""Field""","""Human-Like""",25,1092,"""Level 32 With Dark-Type Pokemon In Party"""
1094,676,"""Furfrou""","""Poodle Pokemon""",NULL,NULL,NULL,1.2,28.0,"""Normal""",NULL,"""Fur Coat""","""Halves the damage from physical moves.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,"""Medium Fast""",1000000,165,"""Field""",NULL,20,NULL,NULL
